# theta(rad)  log10(N_S)  adv_dB
2.775074  -0.166667  1.03534885
2.775074  -0.125000  1.07229758
2.775074  -0.083333  1.10824193
2.775074  -0.041667  1.14306523
2.775074  0.000000  1.17666780
2.775074  0.041667  1.20896746
2.775074  0.083333  1.23989964
2.775074  0.125000  1.26941697
2.775074  0.166667  1.29748860
2.775074  0.208333  1.32409910
2.775074  0.250000  1.34924722
2.775074  0.291667  1.37294446
2.775074  0.333333  1.39521348
2.775074  0.375000  1.41608656
2.775074  0.416667  1.43560403
2.775074  0.458333  1.45381274
2.775074  0.500000  1.47076466
2.775074  0.541667  1.48651556
2.775074  0.583333  1.50112382
2.775074  0.625000  1.51464938
2.775074  0.666667  1.52715283
2.775074  0.708333  1.53869465
2.775074  0.750000  1.54933450
2.775074  0.791667  1.55913074
2.775074  0.833333  1.56813999
2.775074  0.875000  1.57641679
2.775074  0.916667  1.58401336
2.775074  0.958333  1.59097945
2.775074  1.000000  1.59736219
2.775074  1.041667  1.60320609
2.775074  1.083333  1.60855299
2.775074  1.125000  1.61344212
2.775074  1.166667  1.61791011
2.775074  1.208333  1.62199112
2.775074  1.250000  1.62571688
2.775074  1.291667  1.62911685
2.775074  1.333333  1.63221828
2.775074  1.375000  1.63504636
2.775074  1.416667  1.63762433
2.775074  1.458333  1.63997360
2.775074  1.500000  1.64211388
2.775074  1.541667  1.64406326
2.775074  1.583333  1.64583838
2.775074  1.625000  1.64745446
2.775074  1.666667  1.64892550
2.775074  1.708333  1.65026426
2.775074  1.750000  1.65148246
2.775074  1.791667  1.65259080
2.775074  1.833333  1.65359905
2.775074  1.875000  1.65451614
2.775074  1.916667  1.65535023
2.775074  1.958333  1.65610875
2.775074  2.000000  1.65679849

2.827433  -3.000000  0.00412019
2.827433  -2.958333  0.00453394
2.827433  -2.916667  0.00498911
2.827433  -2.875000  0.00548984
2.827433  -2.833333  0.00604063
2.827433  -2.791667  0.00664646
2.827433  -2.750000  0.00731279
2.827433  -2.708333  0.00804559
2.827433  -2.666667  0.00885144
2.827433  -2.625000  0.00973753
2.827433  -2.583333  0.01071175
2.827433  -2.541667  0.01178274
2.827433  -2.500000  0.01295998
2.827433  -2.458333  0.01425383
2.827433  -2.416667  0.01567563
2.827433  -2.375000  0.01723777
2.827433  -2.333333  0.01895380
2.827433  -2.291667  0.02083850
2.827433  -2.250000  0.02290802
2.827433  -2.208333  0.02517993
2.827433  -2.166667  0.02767336
2.827433  -2.125000  0.03040914
2.827433  -2.083333  0.03340988
2.827433  -2.041667  0.03670010
2.827433  -2.000000  0.04030636
2.827433  -1.958333  0.04425739
2.827433  -1.916667  0.04858417
2.827433  -1.875000  0.05332009
2.827433  -1.833333  0.05850101
2.827433  -1.791667  0.06416538
2.827433  -1.750000  0.07035429
2.827433  -1.708333  0.07711149
2.827433  -1.666667  0.08448346
2.827433  -1.625000  0.09251933
2.827433  -1.583333  0.10127082
2.827433  -1.541667  0.11079209
2.827433  -1.500000  0.12113956
2.827433  -1.458333  0.13237160
2.827433  -1.416667  0.14454816
2.827433  -1.375000  0.15773027
2.827433  -1.333333  0.17197948
2.827433  -1.291667  0.18735710
2.827433  -1.250000  0.20392334
2.827433  -1.208333  0.22173637
2.827433  -1.166667  0.24085111
2.827433  -1.125000  0.26131803
2.827433  -1.083333  0.28318173
2.827433  -1.041667  0.30647945
2.827433  -1.000000  0.33123953
2.827433  -0.958333  0.35747977
2.827433  -0.916667  0.38520588
2.827433  -0.875000  0.41440992
2.827433  -0.833333  0.44506895
2.827433  -0.791667  0.47714378
2.827433  -0.750000  0.51057811
2.827433  -0.708333  0.54529791
2.827433  -0.666667  0.58121129
2.827433  -0.625000  0.61820878
2.827433  -0.583333  0.65616412
2.827433  -0.541667  0.69493558
2.827433  -0.500000  0.73436777
2.827433  -0.458333  0.77429390
2.827433  -0.416667  0.81453851
2.827433  -0.375000  0.85492041
2.827433  -0.333333  0.89525596
2.827433  -0.291667  0.93536236
2.827433  -0.250000  0.97506092
2.827433  -0.208333  1.01418017
2.827433  -0.166667  1.05255877
2.827433  -0.125000  1.09004797
2.827433  -0.083333  1.12651362
2.827433  -0.041667  1.16183782
2.827433  0.000000  1.19591987
2.827433  0.041667  1.22867690
2.827433  0.083333  1.26004386
2.827433  0.125000  1.28997316
2.827433  0.166667  1.31843396
2.827433  0.208333  1.34541103
2.827433  0.250000  1.37090349
2.827433  0.291667  1.39492336
2.827433  0.333333  1.41749393
2.827433  0.375000  1.43864825
2.827433  0.416667  1.45842745
2.827433  0.458333  1.47687927
2.827433  0.500000  1.49405660
2.827433  0.541667  1.51001614
2.827433  0.583333  1.52481722
2.827433  0.625000  1.53852072
2.827433  0.666667  1.55118818
2.827433  0.708333  1.56288095
2.827433  0.750000  1.57365961
2.827433  0.791667  1.58358334
2.827433  0.833333  1.59270959
2.827433  0.875000  1.60109365
2.827433  0.916667  1.60878849
2.827433  0.958333  1.61584454
2.827433  1.000000  1.62230958
2.827433  1.041667  1.62822872
2.827433  1.083333  1.63364438
2.827433  1.125000  1.63859630
2.827433  1.166667  1.64312161
2.827433  1.208333  1.64725493
2.827433  1.250000  1.65102840
2.827433  1.291667  1.65447187
2.827433  1.333333  1.65761295
2.827433  1.375000  1.66047716
2.827433  1.416667  1.66308804
2.827433  1.458333  1.66546729
2.827433  1.500000  1.66763486
2.827433  1.541667  1.66960910
2.827433  1.583333  1.67140683
2.827433  1.625000  1.67304350
2.827433  1.666667  1.67453327
2.827433  1.708333  1.67588907
2.827433  1.750000  1.67712277
2.827433  1.791667  1.67824521
2.827433  1.833333  1.67926628
2.827433  1.875000  1.68019503
2.827433  1.916667  1.68103973
2.827433  1.958333  1.68180789
2.827433  2.000000  1.68250639

2.879793  -3.000000  0.00418457
2.879793  -2.958333  0.00460479
2.879793  -2.916667  0.00506707
2.879793  -2.875000  0.00557561
2.879793  -2.833333  0.00613501
2.879793  -2.791667  0.00675030
2.879793  -2.750000  0.00742702
2.879793  -2.708333  0.00817127
2.879793  -2.666667  0.00898969
2.879793  -2.625000  0.00988960
2.879793  -2.583333  0.01087901
2.879793  -2.541667  0.01196671
2.879793  -2.500000  0.01316230
2.879793  -2.458333  0.01447631
2.879793  -2.416667  0.01592026
2.879793  -2.375000  0.01750673
2.879793  -2.333333  0.01924948
2.879793  -2.291667  0.02116351
2.879793  -2.250000  0.02326522
2.879793  -2.208333  0.02557244
2.879793  -2.166667  0.02810462
2.879793  -2.125000  0.03088289
2.879793  -2.083333  0.03393019
2.879793  -2.041667  0.03727143
2.879793  -2.000000  0.04093357
2.879793  -1.958333  0.04494576
2.879793  -1.916667  0.04933946
2.879793  -1.875000  0.05414855
2.879793  -1.833333  0.05940942
2.879793  -1.791667  0.06516109
2.879793  -1.750000  0.07144524
2.879793  -1.708333  0.07830629
2.879793  -1.666667  0.08579136
2.879793  -1.625000  0.09395029
2.879793  -1.583333  0.10283554
2.879793  -1.541667  0.11250203
2.879793  -1.500000  0.12300695
2.879793  -1.458333  0.13440947
2.879793  -1.416667  0.14677034
2.879793  -1.375000  0.16015139
2.879793  -1.333333  0.17461496
2.879793  -1.291667  0.19022310
2.879793  -1.250000  0.20703678
2.879793  -1.208333  0.22511478
2.879793  -1.166667  0.24451264
2.879793  -1.125000  0.26528131
2.879793  -1.083333  0.28746576
2.879793  -1.041667  0.31110348
2.879793  -1.000000  0.33622287
2.879793  -0.958333  0.36284164
2.879793  -0.916667  0.39096520
2.879793  -0.875000  0.42058511
2.879793  -0.833333  0.45167768
2.879793  -0.791667  0.48420276
2.879793  -0.750000  0.51810285
2.879793  -0.708333  0.55330248
2.879793  -0.666667  0.58970812
2.879793  -0.625000  0.62720843
2.879793  -0.583333  0.66567511
2.879793  -0.541667  0.70496426
2.879793  -0.500000  0.74491818
2.879793  -0.458333  0.78536771
2.879793  -0.416667  0.82613497
2.879793  -0.375000  0.86703641
2.879793  -0.333333  0.90788604
2.879793  -0.291667  0.94849882
2.879793  -0.250000  0.98869397
2.879793  -0.208333  1.02829809
2.879793  -0.166667  1.06714811
2.879793  -0.125000  1.10509374
2.879793  -0.083333  1.14199956
2.879793  -0.041667  1.17774659
2.879793  0.000000  1.21223333
2.879793  0.041667  1.24537629
2.879793  0.083333  1.27711005
2.879793  0.125000  1.30738686
2.879793  0.166667  1.33617587
2.879793  0.208333  1.36346203
2.879793  0.250000  1.38924480
2.879793  0.291667  1.41353664
2.879793  0.333333  1.43636139
2.879793  0.375000  1.45775272
2.879793  0.416667  1.47775248
2.879793  0.458333  1.49640914
2.879793  0.500000  1.51377637
2.879793  0.541667  1.52991167
2.879793  0.583333  1.54487517
2.879793  0.625000  1.55872855
2.879793  0.666667  1.57153412
2.879793  0.708333  1.58335403
2.879793  0.750000  1.59424957
2.879793  0.791667  1.60428067
2.879793  0.833333  1.61350543
2.879793  0.875000  1.62197981
2.879793  0.916667  1.62975738
2.879793  0.958333  1.63688917
2.879793  1.000000  1.64342349
2.879793  1.041667  1.64940598
2.879793  1.083333  1.65487951
2.879793  1.125000  1.65988429
2.879793  1.166667  1.66445786
2.879793  1.208333  1.66863520
2.879793  1.250000  1.67244883
2.879793  1.291667  1.67592892
2.879793  1.333333  1.67910337
2.879793  1.375000  1.68199799
2.879793  1.416667  1.68463658
2.879793  1.458333  1.68704106
2.879793  1.500000  1.68923160
2.879793  1.541667  1.69122675
2.879793  1.583333  1.69304353
2.879793  1.625000  1.69469752
2.879793  1.666667  1.69620305
2.879793  1.708333  1.69757320
2.879793  1.750000  1.69881995
2.879793  1.791667  1.69995425
2.879793  1.833333  1.70098611
2.879793  1.875000  1.70192468
2.879793  1.916667  1.70277829
2.879793  1.958333  1.70355457
2.879793  2.000000  1.70426045

2.932153  -3.000000  0.00423749
2.932153  -2.958333  0.00466302
2.932153  -2.916667  0.00513115
2.932153  -2.875000  0.00564611
2.932153  -2.833333  0.00621258
2.932153  -2.791667  0.00683564
2.932153  -2.750000  0.00752092
2.932153  -2.708333  0.00827456
2.932153  -2.666667  0.00910331
2.932153  -2.625000  0.01001459
2.932153  -2.583333  0.01101649
2.932153  -2.541667  0.01211791
2.932153  -2.500000  0.01332858
2.932153  -2.458333  0.01465917
2.932153  -2.416667  0.01612132
2.932153  -2.375000  0.01772779
2.932153  -2.333333  0.01949249
2.932153  -2.291667  0.02143063
2.932153  -2.250000  0.02355879
2.932153  -2.208333  0.02589505
2.932153  -2.166667  0.02845907
2.932153  -2.125000  0.03127224
2.932153  -2.083333  0.03435781
2.932153  -2.041667  0.03774098
2.932153  -2.000000  0.04144904
2.932153  -1.958333  0.04551149
2.932153  -1.916667  0.04996017
2.932153  -1.875000  0.05482938
2.932153  -1.833333  0.06015594
2.932153  -1.791667  0.06597934
2.932153  -1.750000  0.07234175
2.932153  -1.708333  0.07928810
2.932153  -1.666667  0.08686609
2.932153  -1.625000  0.09512611
2.932153  -1.583333  0.10412124
2.932153  -1.541667  0.11390700
2.932153  -1.500000  0.12454124
2.932153  -1.458333  0.13608377
2.932153  -1.416667  0.14859599
2.932153  -1.375000  0.16214041
2.932153  -1.333333  0.17677998
2.932153  -1.291667  0.19257739
2.932153  -1.250000  0.20959418
2.932153  -1.208333  0.22788969
2.932153  -1.166667  0.24751992
2.932153  -1.125000  0.26853621
2.932153  -1.083333  0.29098385
2.932153  -1.041667  0.31490050
2.932153  -1.000000  0.34031463
2.932153  -0.958333  0.36724386
2.932153  -0.916667  0.39569334
2.932153  -0.875000  0.42565422
2.932153  -0.833333  0.45710218
2.932153  -0.791667  0.48999629
2.932153  -0.750000  0.52427803
2.932153  -0.708333  0.55987079
2.932153  -0.666667  0.59667964
2.932153  -0.625000  0.63459172
2.932153  -0.583333  0.67347708
2.932153  -0.541667  0.71319000
2.932153  -0.500000  0.75357090
2.932153  -0.458333  0.79444868
2.932153  -0.416667  0.83564351
2.932153  -0.375000  0.87696986
2.932153  -0.333333  0.91823985
2.932153  -0.291667  0.95926662
2.932153  -0.250000  0.99986765
2.932153  -0.208333  1.03986801
2.932153  -0.166667  1.07910318
2.932153  -0.125000  1.11742165
2.932153  -0.083333  1.15468696
2.932153  -0.041667  1.19077925
2.932153  0.000000  1.22559638
2.932153  0.041667  1.25905437
2.932153  0.083333  1.29108749
2.932153  0.125000  1.32164788
2.932153  0.166667  1.35070468
2.932153  0.208333  1.37824301
2.932153  0.250000  1.40426259
2.932153  0.291667  1.42877624
2.932153  0.333333  1.45180828
2.932153  0.375000  1.47339289
2.932153  0.416667  1.49357248
2.932153  0.458333  1.51239614
2.932153  0.500000  1.52991818
2.932153  0.541667  1.54619675
2.932153  0.583333  1.56129264
2.932153  0.625000  1.57526818
2.932153  0.666667  1.58818632
2.932153  0.708333  1.60010984
2.932153  0.750000  1.61110063
2.932153  0.791667  1.62121921
2.932153  0.833333  1.63052424
2.932153  0.875000  1.63907221
2.932153  0.916667  1.64691720
2.932153  0.958333  1.65411069
2.932153  1.000000  1.66070146
2.932153  1.041667  1.66673555
2.932153  1.083333  1.67225624
2.932153  1.125000  1.67730409
2.932153  1.166667  1.68191696
2.932153  1.208333  1.68613017
2.932153  1.250000  1.68997651
2.932153  1.291667  1.69348642
2.932153  1.333333  1.69668806
2.932153  1.375000  1.69960746
2.932153  1.416667  1.70226861
2.932153  1.458333  1.70469364
2.932153  1.500000  1.70690290
2.932153  1.541667  1.70891509
2.932153  1.583333  1.71074737
2.932153  1.625000  1.71241548
2.932153  1.666667  1.71393384
2.932153  1.708333  1.71531567
2.932153  1.750000  1.71657305
2.932153  1.791667  1.71771701
2.932153  1.833333  1.71875767
2.932153  1.875000  1.71970423
2.932153  1.916667  1.72056511
2.932153  1.958333  1.72134799
2.932153  2.000000  1.72205988

2.984513  -3.000000  0.00427881
2.984513  -2.958333  0.00470848
2.984513  -2.916667  0.00518117
2.984513  -2.875000  0.00570115
2.984513  -2.833333  0.00627313
2.984513  -2.791667  0.00690226
2.984513  -2.750000  0.00759421
2.984513  -2.708333  0.00835519
2.984513  -2.666667  0.00919201
2.984513  -2.625000  0.01011215
2.984513  -2.583333  0.01112380
2.984513  -2.541667  0.01223594
2.984513  -2.500000  0.01345839
2.984513  -2.458333  0.01480191
2.984513  -2.416667  0.01627827
2.984513  -2.375000  0.01790035
2.984513  -2.333333  0.01968219
2.984513  -2.291667  0.02163914
2.984513  -2.250000  0.02378796
2.984513  -2.208333  0.02614687
2.984513  -2.166667  0.02873574
2.984513  -2.125000  0.03157616
2.984513  -2.083333  0.03469160
2.984513  -2.041667  0.03810749
2.984513  -2.000000  0.04185138
2.984513  -1.958333  0.04595306
2.984513  -1.916667  0.05044466
2.984513  -1.875000  0.05536078
2.984513  -1.833333  0.06073861
2.984513  -1.791667  0.06661798
2.984513  -1.750000  0.07304146
2.984513  -1.708333  0.08005438
2.984513  -1.666667  0.08770487
2.984513  -1.625000  0.09604378
2.984513  -1.583333  0.10512463
2.984513  -1.541667  0.11500345
2.984513  -1.500000  0.12573858
2.984513  -1.458333  0.13739034
2.984513  -1.416667  0.15002063
2.984513  -1.375000  0.16369247
2.984513  -1.333333  0.17846932
2.984513  -1.291667  0.19441434
2.984513  -1.250000  0.21158953
2.984513  -1.208333  0.23005465
2.984513  -1.166667  0.24986605
2.984513  -1.125000  0.27107541
2.984513  -1.083333  0.29372821
2.984513  -1.041667  0.31786228
2.984513  -1.000000  0.34350612
2.984513  -0.958333  0.37067729
2.984513  -0.916667  0.39938072
2.984513  -0.875000  0.42960723
2.984513  -0.833333  0.46133203
2.984513  -0.791667  0.49451355
2.984513  -0.750000  0.52909250
2.984513  -0.708333  0.56499134
2.984513  -0.666667  0.60211407
2.984513  -0.625000  0.64034666
2.984513  -0.583333  0.67955784
2.984513  -0.541667  0.71960048
2.984513  -0.500000  0.76031355
2.984513  -0.458333  0.80152444
2.984513  -0.416667  0.84305176
2.984513  -0.375000  0.88470850
2.984513  -0.333333  0.92630527
2.984513  -0.291667  0.96765381
2.984513  -0.250000  1.00857028
2.984513  -0.208333  1.04887850
2.984513  -0.166667  1.08841290
2.984513  -0.125000  1.12702098
2.984513  -0.083333  1.16456548
2.984513  -0.041667  1.20092589
2.984513  0.000000  1.23599954
2.984513  0.041667  1.26970209
2.984513  0.083333  1.30196760
2.984513  0.125000  1.33274807
2.984513  0.166667  1.36201269
2.984513  0.208333  1.38974670
2.984513  0.250000  1.41595001
2.984513  0.291667  1.44063575
2.984513  0.333333  1.46382859
2.984513  0.375000  1.48556312
2.984513  0.416667  1.50588219
2.984513  0.458333  1.52483538
2.984513  0.500000  1.54247748
2.984513  0.541667  1.55886715
2.984513  0.583333  1.57406569
2.984513  0.625000  1.58813595
2.984513  0.666667  1.60114138
2.984513  0.708333  1.61314522
2.984513  0.750000  1.62420986
2.984513  0.791667  1.63439626
2.984513  0.833333  1.64376352
2.984513  0.875000  1.65236854
2.984513  0.916667  1.66026578
2.984513  0.958333  1.66750710
2.984513  1.000000  1.67414163
2.984513  1.041667  1.68021572
2.984513  1.083333  1.68577296
2.984513  1.125000  1.69085418
2.984513  1.166667  1.69549752
2.984513  1.208333  1.69973853
2.984513  1.250000  1.70361023
2.984513  1.291667  1.70714326
2.984513  1.333333  1.71036597
2.984513  1.375000  1.71330456
2.984513  1.416667  1.71598320
2.984513  1.458333  1.71842417
2.984513  1.500000  1.72064793
2.984513  1.541667  1.72267332
2.984513  1.583333  1.72451761
2.984513  1.625000  1.72619666
2.984513  1.666667  1.72772498
2.984513  1.708333  1.72911586
2.984513  1.750000  1.73038147
2.984513  1.791667  1.73153293
2.984513  1.833333  1.73258039
2.984513  1.875000  1.73353315
2.984513  1.916667  1.73439966
2.984513  1.958333  1.73518767
2.984513  2.000000  1.73590421

3.036873  -3.000000  0.00430839
3.036873  -2.958333  0.00474104
3.036873  -2.916667  0.00521699
3.036873  -2.875000  0.00574057
3.036873  -2.833333  0.00631650
3.036873  -2.791667  0.00694998
3.036873  -2.750000  0.00764671
3.036873  -2.708333  0.00841294
3.036873  -2.666667  0.00925554
3.036873  -2.625000  0.01018203
3.036873  -2.583333  0.01120067
3.036873  -2.541667  0.01232048
3.036873  -2.500000  0.01355136
3.036873  -2.458333  0.01490415
3.036873  -2.416667  0.01639069
3.036873  -2.375000  0.01802394
3.036873  -2.333333  0.01981805
3.036873  -2.291667  0.02178849
3.036873  -2.250000  0.02395209
3.036873  -2.208333  0.02632722
3.036873  -2.166667  0.02893389
3.036873  -2.125000  0.03179383
3.036873  -2.083333  0.03493066
3.036873  -2.041667  0.03836999
3.036873  -2.000000  0.04213954
3.036873  -1.958333  0.04626931
3.036873  -1.916667  0.05079164
3.036873  -1.875000  0.05574136
3.036873  -1.833333  0.06115590
3.036873  -1.791667  0.06707535
3.036873  -1.750000  0.07354256
3.036873  -1.708333  0.08060315
3.036873  -1.666667  0.08830555
3.036873  -1.625000  0.09670094
3.036873  -1.583333  0.10584317
3.036873  -1.541667  0.11578862
3.036873  -1.500000  0.12659598
3.036873  -1.458333  0.13832593
3.036873  -1.416667  0.15104074
3.036873  -1.375000  0.16480380
3.036873  -1.333333  0.17967891
3.036873  -1.291667  0.19572958
3.036873  -1.250000  0.21301814
3.036873  -1.208333  0.23160464
3.036873  -1.166667  0.25154570
3.036873  -1.125000  0.27289319
3.036873  -1.083333  0.29569280
